2,2,5.00,
3,2,5.00,
7,3,5.00,
2,2,5.00,
3,3,5.00,
3,173,5.00,
3,174,4.00,
3,599,5.00,
3,1800,3.00,
3,1566,5.00,
3,733,4.00,
8,10,5.00,
8,188,4.00,
8,1000,5.00,
1,227,5.00,
3,227,0.00,
3,227,5.00,
7,227,5.00,
12,227,5.00,
3,401,4.00,
2,227,5.00,
