2,2,5.0,
3,2,5.0,
7,3,5.0,
2,2,5.0,
3,3,5.0,
3,173,5.0,
3,174,4.0,
3,599,5.0,
3,1800,3.0,
3,1566,5.0,
3,733,4.0,
8,10,5.0,
8,188,4.0,
8,1000,5.0,
1,227,5.0,
3,227,5.0,
7,227,5.0,
12,227,2.0,
3,401,4.0,
2,227,5.0,
4,181,5.0,
9,8,5.0,
